"Date
(YY:MM:DD)","Time
(HH:MM:SS)","Time
(µs)","Ax
(m/s^2)","Ay
(m/s^2)","Az
(m/s^2)","Gx
(deg/s)","Gy
(deg/s)","Gz
(deg/s)"
2020-06-14,06:35:15,355230,-2.0925322509765625,7.429207751464843,10.359710583496094,34.656488549618324,6.038167938931298,-38.17557251908397
2020-06-14,06:35:15,586765,1.1444283935546875,1.7405846069335937,10.383652600097655,84.1145038167939,-35.2442748091603,132.5267175572519
2020-06-14,06:35:15,816215,5.4779333984375,-5.7508723876953125,10.9941740234375,13.725190839694656,24.603053435114504,40.62595419847328
2020-06-14,06:35:16,045856,2.9975404785156248,-2.001552587890625,9.576806640625,-65.12213740458016,-29.709923664122137,-104.78625954198473
2020-06-14,06:35:16,275052,-1.2785036865234374,4.951209033203125,11.087547888183593,8.580152671755725,-89.17557251908397,-29.442748091603054
2020-06-14,06:35:16,504558,-0.06464344482421874,0.34237083740234375,10.625466967773438,80.22900763358778,-27.984732824427482,139.31297709923663
2020-06-14,06:35:16,735099,3.7229835815429686,-5.078101721191406,12.51928048095703,20.954198473282442,-20.580152671755727,28.366412213740457
2020-06-14,06:35:16,965938,1.8028338500976562,-2.1643583007812497,10.769119067382812,-97.51908396946565,-1.4961832061068703,-137.57251908396947
2020-06-14,06:35:17,196532,-0.28969840087890625,6.842628344726562,7.903259680175781,10.068702290076336,-8.183206106870228,-30.786259541984734
2020-06-14,06:35:17,426905,-0.0909796630859375,3.1938650146484373,8.051700183105469,86.45038167938931,-62.267175572519086,106.76335877862596
2020-06-14,06:35:17,660134,3.6750995483398436,-3.299209887695312,12.531251489257812,34.16030534351145,5.885496183206107,35.717557251908396
2020-06-14,06:35:17,890369,3.246537451171875,-2.6599580444335937,9.260772021484375,-68.91603053435115,48.343511450381676,-107.80916030534351
2020-06-14,06:35:18,122258,-2.4157494750976563,7.299920861816406,11.552023010253906,-11.236641221374045,66.13740458015268,-98.06106870229007
2020-06-14,06:35:18,353577,0.08140285644531249,0.09337386474609374,9.373299499511718,83.49618320610686,42.9236641221374,137.29007633587787
2020-06-14,06:35:18,585057,4.060566015625,-5.303156677246093,12.876016528320312,13.534351145038167,-9.541984732824428,27.85496183206107
2020-06-14,06:35:18,816644,3.9911341674804683,-3.383006945800781,13.268665600585937,-69.00763358778626,-15.908396946564885,-91.10687022900764
2020-06-14,06:35:19,047044,-2.626439221191406,9.447519750976562,10.778695874023438,24.33587786259542,57.83206106870229,-51.786259541984734
2020-06-14,06:35:19,277249,-1.024718310546875,3.4763808105468748,8.597578161621094,96.57251908396947,-14.083969465648854,116.41984732824427
2020-06-14,06:35:19,508012,5.070919116210937,-6.023811376953125,13.220781567382812,22.69465648854962,-12.870229007633588,32.9236641221374
2020-06-14,06:35:19,738482,3.1292215698242187,-3.0837317382812497,8.798691101074219,-67.46564885496183,-7.038167938931298,-115.82442748091603
2020-06-14,06:35:19,969644,-1.0821791503906248,8.312668164062499,11.463437548828125,16.412213740458014,-1.4580152671755726,-26.99236641221374
2020-06-14,06:35:20,200113,-0.23702596435546874,3.897760302734375,6.260837341308593,78.85496183206106,-47.17557251908397,108.48091603053435
2020-06-14,06:35:20,430019,2.6862942626953124,-3.6822821533203123,12.974178796386719,4.206106870229007,-18.31297709923664,29.374045801526716
2020-06-14,06:35:20,660331,2.35589443359375,-2.6527754394531247,10.967837805175781,-46.274809160305345,8.778625954198473,-95.13740458015268
2020-06-14,06:35:20,891972,-1.0342951171875,9.02135185546875,9.423577734375,7.152671755725191,-4.458015267175573,-45.3587786259542
2020-06-14,06:35:21,124013,-1.254561669921875,4.637568615722656,7.860164050292968,81.90839694656489,1.9389312977099236,152.99236641221373
2020-06-14,06:35:21,355600,2.9951462768554684,-3.21780703125,12.114660400390624,17.603053435114504,-27.068702290076335,60.51908396946565
2020-06-14,06:35:21,587050,3.7421371948242186,-2.1212626708984375,10.352527978515624,-41.76335877862596,-4.916030534351145,-125.37404580152672
2020-06-14,06:35:21,817036,-1.4125789794921875,7.915230688476562,11.427524523925781,13.083969465648854,28.9618320610687,-81.78625954198473
2020-06-14,06:35:22,047298,-1.0534487304687499,4.61602080078125,7.560888842773437,41.19083969465649,-13.030534351145038,156.0
2020-06-14,06:35:22,278238,3.861847277832031,-5.035006091308594,12.387599389648436,45.70992366412214,35.13740458015267,84.62595419847328
2020-06-14,06:35:22,508268,4.096479040527344,-2.923320227050781,10.618284362792968,-48.94656488549618,-7.320610687022901,-105.45038167938931
2020-06-14,06:35:22,738525,-1.4317325927734375,8.549694128417968,11.008539233398437,12.557251908396946,18.290076335877863,-77.82442748091603
2020-06-14,06:35:22,968903,-1.2761094848632812,4.6351744140625,9.473855969238281,66.94656488549619,-19.290076335877863,114.53435114503817
2020-06-14,06:35:23,199267,4.642357019042969,-4.843469958496094,12.339715356445312,59.14503816793893,19.633587786259543,91.26717557251908
2020-06-14,06:35:23,430587,4.082113830566406,-3.3590649291992185,10.333374365234375,-36.86259541984733,-4.312977099236641,-113.1526717557252
2020-06-14,06:35:23,660748,-2.5546131713867184,8.238447912597655,11.180921752929686,-28.778625954198475,-17.328244274809162,-95.48091603053435
2020-06-14,06:35:23,892513,-0.12689268798828124,4.151545678710937,10.137049829101562,74.6412213740458,4.366412213740458,135.1145038167939
2020-06-14,06:35:24,124034,3.6487633300781246,-4.967968444824218,14.381969372558594,44.43511450381679,-2.351145038167939,52.06870229007634
2020-06-14,06:35:24,355670,2.6695348510742187,-3.7325603881835936,10.405200415039062,-42.93893129770992,1.0305343511450382,-135.94656488549617
2020-06-14,06:35:24,587007,-1.5059528442382812,6.023811376953125,10.077194787597655,-62.06870229007634,32.80152671755725,-108.58015267175573
2020-06-14,06:35:24,817428,-0.1197100830078125,5.05655390625,9.524134204101562,76.87786259541984,-8.992366412213741,132.78625954198472
2020-06-14,06:35:25,047693,4.819527941894531,-6.236895324707031,12.526463085937499,59.7557251908397,38.099236641221374,63.969465648854964
2020-06-14,06:35:25,277906,3.0645781249999997,-4.50109912109375,10.55364091796875,-36.45038167938932,38.43511450381679,-122.93129770992367
2020-06-14,06:35:25,508690,-2.6910826660156246,6.572083557128906,9.792284790039062,-38.32824427480916,-13.419847328244275,-101.16793893129771
2020-06-14,06:35:25,739690,-0.2561795776367187,7.022193469238281,11.264718811035156,74.1145038167939,4.625954198473282,100.55725190839695
2020-06-14,06:35:25,970525,4.568136767578125,-6.974309436035155,12.042834350585936,59.038167938931295,15.01526717557252,95.4885496183206
2020-06-14,06:35:26,203944,2.518700146484375,-5.219359619140625,10.931924780273437,-37.81679389312977,-22.396946564885496,-100.01526717557252
2020-06-14,06:35:26,435156,-2.4875755249023435,9.540893615722656,9.641450085449218,-57.20610687022901,-47.11450381679389,-138.49618320610688
2020-06-14,06:35:26,665806,-1.9488801513671874,7.587225061035156,9.777919580078125,64.86259541984732,-36.152671755725194,138.61068702290078
2020-06-14,06:35:26,897295,6.105214233398437,-6.584054565429687,12.722787622070312,57.74809160305343,25.083969465648856,61.954198473282446
2020-06-14,06:35:27,129490,5.097255334472656,-1.3527239379882812,11.343727465820312,-46.55725190839695,-3.7938931297709924,-112.65648854961832
2020-06-14,06:35:27,359831,-2.4349030883789062,4.704606262207031,9.253589416503905,-18.770992366412212,1.9770992366412214,-120.25954198473282
2020-06-14,06:35:27,591277,-0.5506663818359374,6.854599353027344,9.390058911132812,38.458015267175576,-4.8320610687022905,139.33587786259542
2020-06-14,06:35:27,823085,4.304774584960938,-6.866570361328125,12.919112158203124,51.12213740458015,44.44274809160305,75.51908396946565
2020-06-14,06:35:28,055295,2.446874096679687,-0.6631938598632812,9.586383447265625,-31.251908396946565,9.15267175572519,-90.69465648854961
2020-06-14,06:35:28,286621,2.3367408203125,1.9105729248046874,7.829039428710937,8.083969465648854,-2.885496183206107,-15.19083969465649
2020-06-14,06:35:28,517099,3.383006945800781,0.3495534423828125,10.050858569335936,23.770992366412212,32.656488549618324,-1.3129770992366412
2020-06-14,06:35:28,747485,-0.2705447875976562,2.43250888671875,16.175226416015622,-55.770992366412216,-153.70992366412213,20.572519083969464
2020-06-14,06:35:28,978072,2.674323254394531,-1.2880804931640624,-4.151545678710937,20.770992366412212,26.267175572519083,-12.022900763358779
2020-06-14,06:35:29,209665,2.3487118286132813,3.2154128295898436,9.725247143554688,20.366412213740457,136.8091603053435,-2.6793893129770994
2020-06-14,06:35:29,439848,2.3151930053710936,2.43250888671875,16.883910107421872,-3.7938931297709924,-25.763358778625953,-6.00763358778626
2020-06-14,06:35:29,670228,-0.411802685546875,1.8435352783203125,10.13226142578125,-41.969465648854964,-155.36641221374046,13.717557251908397
2020-06-14,06:35:29,900790,3.478775012207031,-1.707065783691406,-4.939238024902344,25.229007633587788,67.34351145038168,-4.473282442748092
2020-06-14,06:35:30,131379,2.1691467041015624,1.1516109985351561,12.016498132324218,19.61832061068702,142.82442748091603,13.854961832061068
2020-06-14,06:35:30,362734,3.816357446289062,0.622492431640625,15.294160205078125,2.6946564885496183,-6.99236641221374,2.66412213740458
2020-06-14,06:35:30,594337,0.8762778076171874,1.4987702392578124,13.081917871093749,-32.6793893129771,-121.00763358778626,19.015267175572518
2020-06-14,06:35:30,824380,2.70065947265625,-1.4628572143554686,-8.528146313476562,12.50381679389313,18.702290076335878,5.4961832061068705
2020-06-14,06:35:31,054484,2.3965958618164063,3.9935283691406247,8.975862023925782,56.64885496183206,190.00763358778627,17.290076335877863
2020-06-14,06:35:31,285117,1.9967641845703124,3.859453076171875,17.578228588867187,12.19083969465649,-3.549618320610687,7.145038167938932
2020-06-14,06:35:31,517003,-0.11252747802734374,3.1196447631835937,14.542380883789061,-43.06106870229008,-152.1145038167939,4.549618320610687
2020-06-14,06:35:31,746917,2.6527754394531247,-3.4907460205078125,-7.697358337402343,10.274809160305344,-15.473282442748092,-25.610687022900763
2020-06-14,06:35:31,977375,2.96881005859375,2.2649147705078123,8.774749084472656,36.13740458015267,182.74045801526717,15.17557251908397
2020-06-14,06:35:32,208156,3.2321722412109373,0.928950244140625,14.654908361816405,23.9618320610687,59.038167938931295,-9.312977099236642
2020-06-14,06:35:32,439021,1.7836802368164062,0.8020575561523438,16.979678173828123,-31.083969465648856,-144.13740458015266,17.27480916030534
2020-06-14,06:35:32,670571,1.7908628417968748,-1.7381904052734374,-7.635109094238281,-10.022900763358779,-69.03053435114504,-17.0381679389313
2020-06-14,06:35:32,900982,3.289633081054687,2.43250888671875,5.099649536132812,41.51145038167939,118.36641221374046,-5.374045801526718
2020-06-14,06:35:33,131454,2.1499930908203124,0.7589619262695312,15.16966171875,49.49618320610687,55.61068702290076,-50.64885496183206
2020-06-14,06:35:33,361752,2.901772412109375,1.5011644409179687,18.531120849609373,-3.687022900763359,-111.72519083969466,24.18320610687023
2020-06-14,06:35:33,592215,1.936909143066406,-1.3215993164062498,-6.023811376953125,-28.717557251908396,-141.05343511450383,-2.732824427480916
2020-06-14,06:35:33,824905,3.0166940917968748,0.2920926025390625,3.9887399658203124,43.656488549618324,155.0916030534351,-14.748091603053435
2020-06-14,06:35:34,055290,1.465251416015625,0.9792284790039062,19.093758239746094,17.458015267175572,21.366412213740457,-34.396946564885496
2020-06-14,06:35:34,285750,2.6001030029296874,3.39018955078125,18.799271435546874,-11.679389312977099,-80.92366412213741,28.061068702290076
2020-06-14,06:35:34,516428,0.49799394531249996,-0.5793968017578125,-1.1372457885742187,-56.54961832061068,-204.61068702290078,4.709923664122138
2020-06-14,06:35:34,747183,1.7573440185546874,0.5099649536132812,0.5243301635742187,41.76335877862596,133.5801526717557,-16.480916030534353
2020-06-14,06:35:34,979022,2.5450363647460934,0.9074024291992187,18.75138740234375,40.48854961832061,67.72519083969466,5.67175572519084
2020-06-14,06:35:35,210004,2.1906945190429687,1.917755529785156,17.259799768066404,12.931297709923664,-21.52671755725191,10.381679389312977
2020-06-14,06:35:35,440634,0.689530078125,0.46208092041015625,7.71890615234375,-29.328244274809162,-186.87022900763358,12.083969465648854
2020-06-14,06:35:35,671166,2.6336218261718747,-1.5705962890624998,-6.232106921386718,8.572519083969466,58.97709923664122,-8.213740458015268
2020-06-14,06:35:35,902164,3.7158009765625,-0.00718260498046875,14.841656091308593,39.12977099236641,177.68702290076337,-39.56488549618321
2020-06-14,06:35:36,133922,2.061407629394531,1.2785036865234374,14.030021728515624,1.9312977099236641,-15.351145038167939,4.1679389312977095
2020-06-14,06:35:36,364254,-0.055066638183593745,1.5131354492187499,13.912705847167969,-33.30534351145038,-183.80152671755727,26.801526717557252
2020-06-14,06:35:36,594714,2.4684219116210935,-4.410119458007812,-7.730877160644531,18.251908396946565,35.81679389312977,-29.66412213740458
2020-06-14,06:35:36,825157,3.1747114013671873,2.89219560546875,10.800243688964843,42.38167938931298,192.13740458015266,-24.801526717557252
2020-06-14,06:35:37,057575,2.205059729003906,1.956062756347656,19.218256726074216,0.7633587786259542,-11.297709923664122,-0.12213740458015267
2020-06-14,06:35:37,289683,0.7709329345703124,2.4564509033203126,14.736311218261719,-29.35114503816794,-186.6259541984733,37.99236641221374
2020-06-14,06:35:37,521048,3.4356793823242184,-4.158728283691406,-10.153809240722655,3.786259541984733,15.183206106870228,-17.81679389312977
2020-06-14,06:35:37,753281,2.7150246826171873,1.8028338500976562,11.927912670898436,33.030534351145036,186.87022900763358,-26.717557251908396
2020-06-14,06:35:37,984284,1.455674609375,1.659181750488281,16.850391284179686,9.763358778625955,25.52671755725191,-0.1450381679389313
2020-06-14,06:35:38,215651,0.3687070556640625,1.6208745239257811,14.765041638183593,-46.05343511450382,-195.05343511450383,13.488549618320612
2020-06-14,06:35:38,447853,4.070142822265625,-4.587290380859375,-10.287884533691406,-5.297709923664122,-20.65648854961832,-8.526717557251908
2020-06-14,06:35:38,678769,3.4524387939453125,1.5203180541992187,10.558429321289061,53.18320610687023,191.22137404580153,-24.778625954198475
2020-06-14,06:35:38,909864,1.7980454467773437,4.029441394042968,19.61270144958496,4.145038167938932,7.809160305343512,6.709923664122138
2020-06-14,06:35:39,140737,-0.1005564697265625,3.124433166503906,15.394716674804686,-33.083969465648856,-172.23664122137404,28.47328244274809
2020-06-14,06:35:39,372121,2.8036101440429686,-4.043806604003906,-10.709264025878905,11.916030534351146,43.152671755725194,-27.015267175572518
2020-06-14,06:35:39,604116,2.6958710693359373,-1.43652099609375,13.960589880371092,34.19083969465649,201.73282442748092,-10.717557251908397
2020-06-14,06:35:39,835647,2.722207287597656,1.4508862060546874,19.61270144958496,10.725190839694656,-57.030534351145036,-1.916030534351145
2020-06-14,06:35:40,067053,-0.603338818359375,1.3311761230468748,9.777919580078125,-40.16793893129771,-218.0916030534351,32.61832061068702
2020-06-14,06:35:40,298684,3.411737365722656,-3.584119885253906,-6.143521459960938,19.801526717557252,78.3969465648855,-20.748091603053435
2020-06-14,06:35:40,529745,3.2154128295898436,1.0007762939453124,14.252682482910155,40.778625954198475,171.2290076335878,7.99236641221374
2020-06-14,06:35:40,761918,3.414131567382812,2.3391350219726563,17.113753466796872,-1.4045801526717556,-44.70229007633588,16.732824427480917
2020-06-14,06:35:40,992876,-0.11731588134765625,1.1659762084960936,4.6830584472656245,-47.396946564885496,-215.6412213740458,30.33587786259542
2020-06-14,06:35:41,225177,2.454056701660156,-3.402160559082031,-5.2456958374023435,20.755725190839694,82.25954198473282,-26.213740458015266
2020-06-14,06:35:41,456288,3.181894006347656,2.422932080078125,17.147272290039062,62.25954198473283,224.53435114503816,-3.0610687022900764
2020-06-14,06:35:41,689141,3.77326181640625,2.806004345703125,14.609418530273437,-0.04580152671755725,-48.9236641221374,14.603053435114504
2020-06-14,06:35:41,922748,-0.37828386230468747,1.2330138549804688,6.179434484863281,-62.20610687022901,-233.7709923664122,40.412213740458014
2020-06-14,06:35:42,155677,3.327940307617187,-2.6623522460937497,-3.6942531616210936,27.129770992366414,93.38931297709924,-21.87786259541985
2020-06-14,06:35:42,388422,3.2561142578125,3.801992236328125,16.627730529785154,38.62595419847328,197.38931297709922,-11.335877862595419
2020-06-14,06:35:42,619449,4.3454760131835934,2.549824768066406,18.74420479736328,12.732824427480915,-10.877862595419847,8.633587786259541
2020-06-14,06:35:42,850591,0.7757213378906249,0.4381389038085937,2.2290017456054687,-38.603053435114504,-210.86259541984734,32.47328244274809
2020-06-14,06:35:43,083294,2.987963671875,-1.697488977050781,-3.497928625488281,21.374045801526716,104.36641221374046,-20.603053435114504
2020-06-14,06:35:43,314650,1.139639990234375,3.5003228271484375,16.259023474121093,45.786259541984734,146.93129770992365,-19.946564885496183
2020-06-14,06:35:43,546201,1.9512743530273435,4.010287780761718,19.35712042236328,3.450381679389313,-38.55725190839695,21.977099236641223
2020-06-14,06:35:43,777596,0.9911994873046874,-0.59376201171875,1.9943699829101562,-44.41984732824427,-197.2824427480916,19.946564885496183
2020-06-14,06:35:44,008764,3.1866824096679687,-2.0733786376953125,-1.6065093139648436,32.81679389312977,129.42748091603053,-48.2442748091603
2020-06-14,06:35:44,241448,-0.9864110839843749,0.07422025146484375,19.61270144958496,43.50381679389313,114.63358778625954,14.427480916030534
2020-06-14,06:35:44,472613,2.8036101440429686,1.956062756347656,18.883068493652342,-6.99236641221374,-67.61832061068702,32.99236641221374
2020-06-14,06:35:44,703846,1.9680337646484374,-2.0757728393554684,-0.7493851196289062,-53.19083969465649,-182.65648854961833,22.786259541984734
2020-06-14,06:35:44,935291,2.7748797241210936,-1.7956512451171873,0.34237083740234375,50.44274809160305,124.51908396946565,-22.641221374045802
2020-06-14,06:35:45,166988,2.0254946044921875,-0.8906430175781249,19.067422021484372,24.610687022900763,93.62595419847328,-38.274809160305345
2020-06-14,06:35:45,400858,1.9656395629882812,2.04943662109375,16.845602880859374,5.1679389312977095,-33.74045801526717,12.694656488549619
2020-06-14,06:35:45,632255,1.7022773803710936,-0.8499415893554687,4.759672900390624,-46.083969465648856,-190.91603053435114,9.893129770992367
2020-06-14,06:35:45,863523,2.9759926635742184,-1.9823989746093749,-1.8602946899414061,33.16030534351145,100.29770992366412,-9.274809160305344
2020-06-14,06:35:46,094838,3.2225954345703123,1.2521674682617188,15.753846923828124,44.18320610687023,140.91603053435114,-14.877862595419847
2020-06-14,06:35:46,326430,2.3032219970703123,1.9680337646484374,15.014038610839842,2.404580152671756,-41.847328244274806,11.694656488549619
2020-06-14,06:35:46,560269,1.6998831787109374,0.1292868896484375,6.026205578613281,-39.19847328244275,-167.0381679389313,27.977099236641223
2020-06-14,06:35:46,791788,3.1962592163085937,-2.29843359375,-2.9281086303710935,26.419847328244273,84.29770992366412,-16.31297709923664
2020-06-14,06:35:47,024705,2.50912333984375,-0.93852705078125,15.330073229980467,41.587786259541986,125.6793893129771,-17.61832061068702
2020-06-14,06:35:47,256198,2.4851813232421875,0.9959878906249999,14.899116931152342,4.3816793893129775,-33.00763358778626,3.717557251908397
2020-06-14,06:35:47,489031,0.584185205078125,1.1180921752929687,8.449137658691406,-42.48854961832061,-214.87022900763358,30.702290076335878
2020-06-14,06:35:47,723180,3.0885201416015624,-2.731784094238281,-3.4859576171874997,31.9618320610687,63.25954198473283,-19.297709923664122
2020-06-14,06:35:47,954359,3.7924154296875,2.1164742675781247,14.034810131835936,24.16793893129771,128.06870229007635,-37.93129770992366
2020-06-14,06:35:48,185871,2.166752502441406,1.0223241088867188,14.805743066406249,13.679389312977099,-3.1603053435114505,-4.122137404580153
2020-06-14,06:35:48,417587,2.1595698974609374,1.7860744384765623,18.425775976562498,-23.610687022900763,-152.08396946564886,29.290076335877863
2020-06-14,06:35:48,649089,3.0142998901367184,-3.35188232421875,-7.40526573486328,-10.13740458015267,-29.427480916030536,-4.648854961832061
2020-06-14,06:35:48,881717,3.308786694335937,-0.07900865478515624,8.700528833007812,50.87786259541985,181.6946564885496,-40.465648854961835
2020-06-14,06:35:49,113277,2.8467057739257813,2.104503259277344,14.951789367675781,13.267175572519085,23.229007633587788,-15.610687022900763
2020-06-14,06:35:49,344608,3.469198205566406,1.149216796875,17.74103430175781,-6.458015267175573,-119.17557251908397,33.06870229007634
2020-06-14,06:35:49,575941,2.6623522460937497,-3.2824504760742186,-5.209782812499999,-31.50381679389313,-104.45038167938931,22.297709923664122
2020-06-14,06:35:49,807530,3.0119056884765625,0.20350714111328125,5.140350964355468,54.717557251908396,147.1908396946565,-34.69465648854962
2020-06-14,06:35:50,040131,3.028665100097656,0.9457096557617187,17.432182287597655,32.79389312977099,50.20610687022901,-10.694656488549619
2020-06-14,06:35:50,271767,3.5673604736328124,1.7788918334960937,15.662867260742187,4.480916030534351,-24.358778625954198,12.541984732824428
2020-06-14,06:35:50,502899,1.5586252807617187,-1.467645617675781,0.7517793212890624,-36.83969465648855,-205.8320610687023,34.70229007633588
2020-06-14,06:35:50,734285,2.578555187988281,-1.917755529785156,-1.0917559570312498,36.6412213740458,119.50381679389314,-19.49618320610687
2020-06-14,06:35:50,965501,2.549824768066406,-0.8212111694335937,19.098546643066406,52.786259541984734,143.38931297709922,-22.30534351145038
2020-06-14,06:35:51,197790,2.0925322509765625,1.62805712890625,15.76342373046875,9.84732824427481,-27.419847328244273,9.557251908396946
2020-06-14,06:35:51,428686,1.0007762939453124,-1.0582371337890624,2.817975354003906,-54.52671755725191,-239.61068702290078,15.34351145038168
2020-06-14,06:35:51,659757,2.81558115234375,-2.461239306640625,-2.8131869506835936,51.94656488549618,138.77862595419847,-26.374045801526716
2020-06-14,06:35:51,892346,3.1507693847656246,2.020706201171875,18.155231188964844,39.12213740458015,154.63358778625954,-7.862595419847328
2020-06-14,06:35:52,123836,3.347093920898437,0.967257470703125,15.528791967773437,3.549618320610687,-27.72519083969466,6.099236641221374
2020-06-14,06:35:52,357604,0.8714894042968749,-0.93852705078125,1.89620771484375,-48.67175572519084,-215.94656488549617,21.72519083969466
2020-06-14,06:35:52,588489,3.957615344238281,-2.473210314941406,-1.4939818359375,28.52671755725191,102.22137404580153,-24.938931297709924
2020-06-14,06:35:52,819652,3.1866824096679687,-0.622492431640625,15.282189196777344,15.877862595419847,139.04580152671755,-32.29007633587786
2020-06-14,06:35:53,050841,2.2194249389648437,0.6368576416015624,8.508992700195313,8.923664122137405,5.3816793893129775,-2.351145038167939
